suburb,flag,property_type,count,median,postcode,lat,long,match_status
Hamilton,single,4 bed house,26,450,3300,-37.743155,142.013356,match
Hawthorn,single,1 Bed Flat,504,413,3122,-37.822725,145.030602,match
Hawthorn,single,2 Bed Flat,640,560,3122,-37.822725,145.030602,match
Hawthorn,single,3 bed flat,96,899,3122,-37.822725,145.030602,match
Hawthorn,single,2 bed house,45,675,3122,-37.822725,145.030602,match
Hawthorn,single,3 Bed House,63,900,3122,-37.822725,145.030602,match
Hawthorn,single,4 bed house,32,1200,3122,-37.822725,145.030602,match
Horsham,single,1 Bed Flat,32,300,3400,-36.725245,142.203729,match
Horsham,single,1 Bed Flat,32,300,3401,-36.881534,141.940832,match
Horsham,single,1 Bed Flat,32,300,3402,-37.164183,142.666302,match
Horsham,single,2 Bed Flat,93,300,3400,-36.725245,142.203729,match
Horsham,single,2 Bed Flat,93,300,3401,-36.881534,141.940832,match
Horsham,single,2 Bed Flat,93,300,3402,-37.164183,142.666302,match
Horsham,single,3 bed flat,47,390,3400,-36.725245,142.203729,match
Horsham,single,3 bed flat,47,390,3401,-36.881534,141.940832,match
Horsham,single,3 bed flat,47,390,3402,-37.164183,142.666302,match
Horsham,single,2 bed house,56,330,3400,-36.725245,142.203729,match
Horsham,single,2 bed house,56,330,3401,-36.881534,141.940832,match
Horsham,single,2 bed house,56,330,3402,-37.164183,142.666302,match
Horsham,single,3 Bed House,196,400,3400,-36.725245,142.203729,match
Horsham,single,3 Bed House,196,400,3401,-36.881534,141.940832,match
Horsham,single,3 Bed House,196,400,3402,-37.164183,142.666302,match
Horsham,single,4 bed house,51,480,3400,-36.725245,142.203729,match
Horsham,single,4 bed house,51,480,3401,-36.881534,141.940832,match
Horsham,single,4 bed house,51,480,3402,-37.164183,142.666302,match
Keilor,single,1 Bed Flat,0,0,3036,-37.705324,144.82246,match
Keilor,single,2 Bed Flat,0,0,3036,-37.705324,144.82246,match
Keilor,single,3 bed flat,0,0,3036,-37.705324,144.82246,match
Keilor,single,2 bed house,0,0,3036,-37.705324,144.82246,match
Keilor,single,3 Bed House,20,530,3036,-37.705324,144.82246,match
Keilor,single,4 bed house,12,605,3036,-37.705324,144.82246,match
Kew,single,1 Bed Flat,53,440,3101,-37.807397,145.036575,match
Kew,single,2 Bed Flat,374,530,3101,-37.807397,145.036575,match
Kew,single,3 bed flat,138,750,3101,-37.807397,145.036575,match
Kew,single,2 bed house,25,620,3101,-37.807397,145.036575,match
Kew,single,3 Bed House,102,840,3101,-37.807397,145.036575,match
Kew,single,4 bed house,92,1250,3101,-37.807397,145.036575,match
Lara,single,1 Bed Flat,0,0,3212,-38.039958,144.422666,match
Lara,single,2 Bed Flat,39,380,3212,-38.039958,144.422666,match
Lara,single,3 bed flat,36,440,3212,-38.039958,144.422666,match
Lara,single,2 bed house,12,395,3212,-38.039958,144.422666,match
Lara,single,3 Bed House,151,480,3212,-38.039958,144.422666,match
Lara,single,4 bed house,244,550,3212,-38.039958,144.422666,match
Malvern,single,1 Bed Flat,97,420,3144,-37.857443,145.034127,match
Malvern,single,2 Bed Flat,144,550,3144,-37.857443,145.034127,match
Malvern,single,3 bed flat,40,750,3144,-37.857443,145.034127,match
Malvern,single,2 bed house,14,713,3144,-37.857443,145.034127,match
Malvern,single,3 Bed House,44,860,3144,-37.857443,145.034127,match
Malvern,single,4 bed house,34,1400,3144,-37.857443,145.034127,match
Malvern East,single,1 Bed Flat,193,450,3145,-37.873557,145.049328,match
Malvern East,single,2 Bed Flat,379,560,3145,-37.873557,145.049328,match
Malvern East,single,3 bed flat,70,750,3145,-37.873557,145.049328,match
Malvern East,single,2 bed house,16,623,3145,-37.873557,145.049328,match
Malvern East,single,3 Bed House,96,700,3145,-37.873557,145.049328,match
Malvern East,single,4 bed house,57,1100,3145,-37.873557,145.049328,match
Melton,single,1 Bed Flat,34,369,3337,-37.656057,144.571458,match
Melton,single,2 Bed Flat,89,330,3337,-37.656057,144.571458,match
Melton,single,3 bed flat,104,360,3337,-37.656057,144.571458,match
Melton,single,2 bed house,40,348,3337,-37.656057,144.571458,match
Melton,single,3 Bed House,1090,390,3337,-37.656057,144.571458,match
Melton,single,4 bed house,1563,450,3337,-37.656057,144.571458,match
Mildura,single,1 Bed Flat,76,250,3500,-34.1931,142.154161,match
Mildura,single,1 Bed Flat,76,250,3502,-37.972887,145.25835,match
Mildura,single,2 Bed Flat,213,300,3500,-34.1931,142.154161,match
Mildura,single,2 Bed Flat,213,300,3502,-37.972887,145.25835,match
Mildura,single,3 bed flat,57,400,3500,-34.1931,142.154161,match
Mildura,single,3 bed flat,57,400,3502,-37.972887,145.25835,match
Mildura,single,2 bed house,80,335,3500,-34.1931,142.154161,match
Mildura,single,2 bed house,80,335,3502,-37.972887,145.25835,match
Mildura,single,3 Bed House,428,408,3500,-34.1931,142.154161,match
Mildura,single,3 Bed House,428,408,3502,-37.972887,145.25835,match
Mildura,single,4 bed house,178,500,3500,-34.1931,142.154161,match
Mildura,single,4 bed house,178,500,3502,-37.972887,145.25835,match
Morwell,single,1 Bed Flat,47,250,3840,-38.245215,146.424457,match
Morwell,single,2 Bed Flat,85,280,3840,-38.245215,146.424457,match
Morwell,single,3 bed flat,10,330,3840,-38.245215,146.424457,match
Morwell,single,2 bed house,67,300,3840,-38.245215,146.424457,match
Morwell,single,3 Bed House,260,360,3840,-38.245215,146.424457,match
Morwell,single,4 bed house,79,470,3840,-38.245215,146.424457,match
Mount Waverley,single,1 Bed Flat,12,425,3149,-37.880748,145.128118,match
Mount Waverley,single,2 Bed Flat,122,500,3149,-37.880748,145.128118,match
Mount Waverley,single,3 bed flat,147,650,3149,-37.880748,145.128118,match
Mount Waverley,single,2 bed house,23,550,3149,-37.880748,145.128118,match
Mount Waverley,single,3 Bed House,205,600,3149,-37.880748,145.128118,match
Mount Waverley,single,4 bed house,161,750,3149,-37.880748,145.128118,match
Newtown,single,1 Bed Flat,43,320,3220,-38.157038,144.34652,match
Newtown,single,1 Bed Flat,43,320,3351,-37.758248,143.637463,match
Newtown,single,2 Bed Flat,83,420,3220,-38.157038,144.34652,match
Newtown,single,2 Bed Flat,83,420,3351,-37.758248,143.637463,match
Newtown,single,3 bed flat,30,598,3220,-38.157038,144.34652,match
Newtown,single,3 bed flat,30,598,3351,-37.758248,143.637463,match
Newtown,single,2 bed house,32,470,3220,-38.157038,144.34652,match
Newtown,single,2 bed house,32,470,3351,-37.758248,143.637463,match
Newtown,single,3 Bed House,93,520,3220,-38.157038,144.34652,match
Newtown,single,3 Bed House,93,520,3351,-37.758248,143.637463,match
Newtown,single,4 bed house,45,700,3220,-38.157038,144.34652,match
Newtown,single,4 bed house,45,700,3351,-37.758248,143.637463,match
Noble Park,single,1 Bed Flat,131,330,3174,-37.966218,145.17877,match
Noble Park,single,2 Bed Flat,351,435,3174,-37.966218,145.17877,match
Noble Park,single,3 bed flat,129,500,3174,-37.966218,145.17877,match
Noble Park,single,2 bed house,21,450,3174,-37.966218,145.17877,match
Noble Park,single,3 Bed House,227,495,3174,-37.966218,145.17877,match
Noble Park,single,4 bed house,50,568,3174,-37.966218,145.17877,match
North Bendigo,single,1 Bed Flat,12,240,3550,-36.764269,144.285267,match
North Bendigo,single,2 Bed Flat,116,360,3550,-36.764269,144.285267,match
North Bendigo,single,3 bed flat,54,420,3550,-36.764269,144.285267,match
North Bendigo,single,2 bed house,58,370,3550,-36.764269,144.285267,match
North Bendigo,single,3 Bed House,379,430,3550,-36.764269,144.285267,match
North Bendigo,single,4 bed house,193,500,3550,-36.764269,144.285267,match
North Geelong,single,1 Bed Flat,29,310,3215,-38.111002,144.33452,match
North Geelong,single,2 Bed Flat,105,400,3215,-38.111002,144.33452,match
North Geelong,single,3 bed flat,73,480,3215,-38.111002,144.33452,match
North Geelong,single,2 bed house,55,415,3215,-38.111002,144.33452,match
North Geelong,single,3 Bed House,294,450,3215,-38.111002,144.33452,match
North Geelong,single,4 bed house,84,550,3215,-38.111002,144.33452,match
Northcote,single,1 Bed Flat,289,390,3070,-37.774064,144.999745,match
Northcote,single,2 Bed Flat,291,555,3070,-37.774064,144.999745,match
Northcote,single,3 bed flat,45,800,3070,-37.774064,144.999745,match
Northcote,single,2 bed house,130,693,3070,-37.774064,144.999745,match
Northcote,single,3 Bed House,154,845,3070,-37.774064,144.999745,match
Northcote,single,4 bed house,48,1120,3070,-37.774064,144.999745,match
Pakenham,single,1 Bed Flat,29,320,3810,-38.04658,145.472514,match
Pakenham,single,2 Bed Flat,119,400,3810,-38.04658,145.472514,match
Pakenham,single,3 bed flat,81,450,3810,-38.04658,145.472514,match
Pakenham,single,2 bed house,71,420,3810,-38.04658,145.472514,match
Pakenham,single,3 Bed House,634,470,3810,-38.04658,145.472514,match
Pakenham,single,4 bed house,580,550,3810,-38.04658,145.472514,match
Port Melbourne,single,1 Bed Flat,268,500,3207,-37.832179,144.918044,match
Port Melbourne,single,2 Bed Flat,367,695,3207,-37.832179,144.918044,match
Port Melbourne,single,3 bed flat,110,1100,3207,-37.832179,144.918044,match
Port Melbourne,single,2 bed house,87,670,3207,-37.832179,144.918044,match
Port Melbourne,single,3 Bed House,101,950,3207,-37.832179,144.918044,match
Port Melbourne,single,4 bed house,25,1200,3207,-37.832179,144.918044,match
Portland,single,1 Bed Flat,0,0,3305,-38.235475,141.437227,match
Portland,single,2 Bed Flat,45,340,3305,-38.235475,141.437227,match
Portland,single,3 bed flat,13,420,3305,-38.235475,141.437227,match
Portland,single,2 bed house,24,365,3305,-38.235475,141.437227,match
Portland,single,3 Bed House,159,420,3305,-38.235475,141.437227,match
Portland,single,4 bed house,43,500,3305,-38.235475,141.437227,match
Preston,single,1 Bed Flat,251,400,3072,-37.74247,145.005702,match
Preston,single,2 Bed Flat,543,495,3072,-37.74247,145.005702,match
Preston,single,3 bed flat,97,625,3072,-37.74247,145.005702,match
Preston,single,2 bed house,100,550,3072,-37.74247,145.005702,match
Preston,single,3 Bed House,215,650,3072,-37.74247,145.005702,match
Preston,single,4 bed house,55,750,3072,-37.74247,145.005702,match
Reservoir,single,1 Bed Flat,130,363,3073,-37.712474,145.005955,match
Reservoir,single,2 Bed Flat,588,440,3073,-37.712474,145.005955,match
Reservoir,single,3 bed flat,243,540,3073,-37.712474,145.005955,match
Reservoir,single,2 bed house,119,440,3073,-37.712474,145.005955,match
Reservoir,single,3 Bed House,296,500,3073,-37.712474,145.005955,match
Reservoir,single,4 bed house,50,635,3073,-37.712474,145.005955,match
Ringwood,single,1 Bed Flat,53,399,3134,-37.796091,145.232557,match
Ringwood,single,2 Bed Flat,439,460,3134,-37.796091,145.232557,match
Ringwood,single,3 bed flat,136,580,3134,-37.796091,145.232557,match
Ringwood,single,2 bed house,88,460,3134,-37.796091,145.232557,match
Ringwood,single,3 Bed House,324,550,3134,-37.796091,145.232557,match
Ringwood,single,4 bed house,170,650,3134,-37.796091,145.232557,match
Rowville,single,1 Bed Flat,0,0,3178,-37.924431,145.241589,match
Rowville,single,2 Bed Flat,21,490,3178,-37.924431,145.241589,match
Rowville,single,3 bed flat,38,538,3178,-37.924431,145.241589,match
Rowville,single,2 bed house,0,0,3178,-37.924431,145.241589,match
Rowville,single,3 Bed House,134,540,3178,-37.924431,145.241589,match
Rowville,single,4 bed house,134,650,3178,-37.924431,145.241589,match
Seymour,single,1 Bed Flat,0,0,3660,-37.035925,145.257867,match
Seymour,single,1 Bed Flat,0,0,3661,-38.195993,146.535346,match
Seymour,single,2 Bed Flat,40,300,3660,-37.035925,145.257867,match
Seymour,single,2 Bed Flat,40,300,3661,-38.195993,146.535346,match
Seymour,single,3 bed flat,0,0,3660,-37.035925,145.257867,match
Seymour,single,3 bed flat,0,0,3661,-38.195993,146.535346,match
Seymour,single,2 bed house,12,375,3660,-37.035925,145.257867,match
Seymour,single,2 bed house,12,375,3661,-38.195993,146.535346,match
Seymour,single,3 Bed House,88,400,3660,-37.035925,145.257867,match
Seymour,single,3 Bed House,88,400,3661,-38.195993,146.535346,match
Seymour,single,4 bed house,40,500,3660,-37.035925,145.257867,match
Seymour,single,4 bed house,40,500,3661,-38.195993,146.535346,match
Shepparton,single,1 Bed Flat,109,250,3630,-36.380853,145.403176,match
Shepparton,single,1 Bed Flat,109,250,3632,-36.544462,145.603242,match
Shepparton,single,2 Bed Flat,304,320,3630,-36.380853,145.403176,match
Shepparton,single,2 Bed Flat,304,320,3632,-36.544462,145.603242,match
Shepparton,single,3 bed flat,91,440,3630,-36.380853,145.403176,match
Shepparton,single,3 bed flat,91,440,3632,-36.544462,145.603242,match
Shepparton,single,2 bed house,69,350,3630,-36.380853,145.403176,match
Shepparton,single,2 bed house,69,350,3632,-36.544462,145.603242,match
Shepparton,single,3 Bed House,504,420,3630,-36.380853,145.403176,match
Shepparton,single,3 Bed House,504,420,3632,-36.544462,145.603242,match
Shepparton,single,4 bed house,189,550,3630,-36.380853,145.403176,match
Shepparton,single,4 bed house,189,550,3632,-36.544462,145.603242,match
South Melbourne,single,1 Bed Flat,440,500,3205,-37.831693,144.958176,match
South Melbourne,single,2 Bed Flat,457,650,3205,-37.831693,144.958176,match
South Melbourne,single,3 bed flat,78,900,3205,-37.831693,144.958176,match
South Melbourne,single,2 bed house,66,718,3205,-37.831693,144.958176,match
South Melbourne,single,3 Bed House,49,960,3205,-37.831693,144.958176,match
South Melbourne,single,4 bed house,0,0,3205,-37.831693,144.958176,match
South Yarra,single,1 Bed Flat,1265,460,3141,-37.840679,144.991264,match
South Yarra,single,2 Bed Flat,1302,650,3141,-37.840679,144.991264,match
South Yarra,single,3 bed flat,147,980,3141,-37.840679,144.991264,match
South Yarra,single,2 bed house,98,736,3141,-37.840679,144.991264,match
South Yarra,single,3 Bed House,97,1050,3141,-37.840679,144.991264,match
South Yarra,single,4 bed house,28,1623,3141,-37.840679,144.991264,match
Southbank,single,1 Bed Flat,1507,530,3006,-37.823258,144.965926,match
Southbank,single,2 Bed Flat,2274,690,3006,-37.823258,144.965926,match
Southbank,single,3 bed flat,315,975,3006,-37.823258,144.965926,match
Southbank,single,2 bed house,0,0,3006,-37.823258,144.965926,match
Southbank,single,3 Bed House,0,0,3006,-37.823258,144.965926,match
Southbank,single,4 bed house,0,0,3006,-37.823258,144.965926,match
Springvale,single,1 Bed Flat,142,344,3171,-37.944608,145.156783,match
Springvale,single,2 Bed Flat,482,470,3171,-37.944608,145.156783,match
Springvale,single,3 bed flat,188,580,3171,-37.944608,145.156783,match
Springvale,single,2 bed house,39,480,3171,-37.944608,145.156783,match
Springvale,single,3 Bed House,350,530,3171,-37.944608,145.156783,match
Springvale,single,4 bed house,97,610,3171,-37.944608,145.156783,match
St Kilda,single,1 Bed Flat,1050,420,3182,-37.865322,144.979478,match
St Kilda,single,2 Bed Flat,966,580,3182,-37.865322,144.979478,match
St Kilda,single,3 bed flat,95,880,3182,-37.865322,144.979478,match
St Kilda,single,2 bed house,37,700,3182,-37.865322,144.979478,match
St Kilda,single,3 Bed House,35,900,3182,-37.865322,144.979478,match
St Kilda,single,4 bed house,14,1200,3182,-37.865322,144.979478,match
Sunbury,single,1 Bed Flat,12,280,3429,-37.56762,144.728973,match
Sunbury,single,2 Bed Flat,96,400,3429,-37.56762,144.728973,match
Sunbury,single,3 bed flat,49,440,3429,-37.56762,144.728973,match
Sunbury,single,2 bed house,18,400,3429,-37.56762,144.728973,match
Sunbury,single,3 Bed House,264,440,3429,-37.56762,144.728973,match
Sunbury,single,4 bed house,324,535,3429,-37.56762,144.728973,match
Sunshine,single,1 Bed Flat,106,290,3020,-37.777204,144.829945,match
Sunshine,single,2 Bed Flat,257,380,3020,-37.777204,144.829945,match
Sunshine,single,3 bed flat,103,470,3020,-37.777204,144.829945,match
Sunshine,single,2 bed house,79,400,3020,-37.777204,144.829945,match
Sunshine,single,3 Bed House,456,440,3020,-37.777204,144.829945,match
Sunshine,single,4 bed house,97,530,3020,-37.777204,144.829945,match
Swan Hill,single,1 Bed Flat,48,200,3585,-35.348388,143.336906,match
Swan Hill,single,2 Bed Flat,92,320,3585,-35.348388,143.336906,match
Swan Hill,single,3 bed flat,10,445,3585,-35.348388,143.336906,match
Swan Hill,single,2 bed house,12,330,3585,-35.348388,143.336906,match
Swan Hill,single,3 Bed House,110,400,3585,-35.348388,143.336906,match
Swan Hill,single,4 bed house,37,500,3585,-35.348388,143.336906,match
Sydenham,single,1 Bed Flat,0,0,3037,-37.715579,144.780474,match
Sydenham,single,2 Bed Flat,90,420,3037,-37.715579,144.780474,match
Sydenham,single,3 bed flat,198,430,3037,-37.715579,144.780474,match
Sydenham,single,2 bed house,61,400,3037,-37.715579,144.780474,match
Sydenham,single,3 Bed House,1279,450,3037,-37.715579,144.780474,match
Sydenham,single,4 bed house,1710,500,3037,-37.715579,144.780474,match
Thornbury,single,1 Bed Flat,235,360,3071,-37.759426,145.007006,match
Thornbury,single,2 Bed Flat,293,483,3071,-37.759426,145.007006,match
Thornbury,single,3 bed flat,44,710,3071,-37.759426,145.007006,match
Thornbury,single,2 bed house,68,640,3071,-37.759426,145.007006,match
Thornbury,single,3 Bed House,128,750,3071,-37.759426,145.007006,match
Thornbury,single,4 bed house,28,900,3071,-37.759426,145.007006,match
Toorak,single,1 Bed Flat,128,405,3142,-37.84411,145.017732,match
Toorak,single,2 Bed Flat,245,585,3142,-37.84411,145.017732,match
Toorak,single,3 bed flat,91,920,3142,-37.84411,145.017732,match
Toorak,single,2 bed house,18,640,3142,-37.84411,145.017732,match
Toorak,single,3 Bed House,45,1250,3142,-37.84411,145.017732,match
Toorak,single,4 bed house,28,1825,3142,-37.84411,145.017732,match
Torquay,single,1 Bed Flat,19,310,3228,-38.307545,144.299978,match
Torquay,single,2 Bed Flat,32,493,3228,-38.307545,144.299978,match
Torquay,single,3 bed flat,36,600,3228,-38.307545,144.299978,match
Torquay,single,2 bed house,30,500,3228,-38.307545,144.299978,match
Torquay,single,3 Bed House,176,620,3228,-38.307545,144.299978,match
Torquay,single,4 bed house,199,680,3228,-38.307545,144.299978,match
Traralgon,single,1 Bed Flat,71,275,3844,-38.316869,146.607101,match
Traralgon,single,2 Bed Flat,127,340,3844,-38.316869,146.607101,match
Traralgon,single,3 bed flat,32,415,3844,-38.316869,146.607101,match
Traralgon,single,2 bed house,48,370,3844,-38.316869,146.607101,match
Traralgon,single,3 Bed House,394,425,3844,-38.316869,146.607101,match
Traralgon,single,4 bed house,157,520,3844,-38.316869,146.607101,match
Wangaratta,single,1 Bed Flat,70,240,3676,-36.341245,146.338612,match
Wangaratta,single,1 Bed Flat,70,240,3677,-36.358017,146.330564,match
Wangaratta,single,2 Bed Flat,92,300,3676,-36.341245,146.338612,match
Wangaratta,single,2 Bed Flat,92,300,3677,-36.358017,146.330564,match
Wangaratta,single,3 bed flat,25,380,3676,-36.341245,146.338612,match
Wangaratta,single,3 bed flat,25,380,3677,-36.358017,146.330564,match
Wangaratta,single,2 bed house,35,370,3676,-36.341245,146.338612,match
Wangaratta,single,2 bed house,35,370,3677,-36.358017,146.330564,match
Wangaratta,single,3 Bed House,250,420,3676,-36.341245,146.338612,match
Wangaratta,single,3 Bed House,250,420,3677,-36.358017,146.330564,match
Wangaratta,single,4 bed house,93,500,3676,-36.341245,146.338612,match
Wangaratta,single,4 bed house,93,500,3677,-36.358017,146.330564,match
Warragul,single,1 Bed Flat,10,260,3820,-38.207476,145.922212,match
Warragul,single,2 Bed Flat,65,360,3820,-38.207476,145.922212,match
Warragul,single,3 bed flat,20,397,3820,-38.207476,145.922212,match
Warragul,single,2 bed house,30,380,3820,-38.207476,145.922212,match
Warragul,single,3 Bed House,165,440,3820,-38.207476,145.922212,match
Warragul,single,4 bed house,241,520,3820,-38.207476,145.922212,match
Warrnambool,single,1 Bed Flat,46,300,3280,-38.37884,142.482889,match
Warrnambool,single,2 Bed Flat,228,380,3280,-38.37884,142.482889,match
Warrnambool,single,3 bed flat,46,505,3280,-38.37884,142.482889,match
Warrnambool,single,2 bed house,82,415,3280,-38.37884,142.482889,match
Warrnambool,single,3 Bed House,298,500,3280,-38.37884,142.482889,match
Warrnambool,single,4 bed house,108,600,3280,-38.37884,142.482889,match
West Footscray,single,1 Bed Flat,150,330,3012,-37.807135,144.861162,match
West Footscray,single,2 Bed Flat,296,450,3012,-37.807135,144.861162,match
West Footscray,single,3 bed flat,99,550,3012,-37.807135,144.861162,match
West Footscray,single,2 bed house,95,470,3012,-37.807135,144.861162,match
West Footscray,single,3 Bed House,253,540,3012,-37.807135,144.861162,match
West Footscray,single,4 bed house,50,640,3012,-37.807135,144.861162,match
Whittlesea,single,1 Bed Flat,0,0,3757,-37.469784,145.182221,match
Whittlesea,single,2 Bed Flat,63,400,3757,-37.469784,145.182221,match
Whittlesea,single,3 bed flat,29,480,3757,-37.469784,145.182221,match
Whittlesea,single,2 bed house,42,420,3757,-37.469784,145.182221,match
Whittlesea,single,3 Bed House,463,475,3757,-37.469784,145.182221,match
Whittlesea,single,4 bed house,974,530,3757,-37.469784,145.182221,match
Williamstown,single,1 Bed Flat,56,383,3016,-37.863743,144.888461,match
Williamstown,single,2 Bed Flat,122,520,3016,-37.863743,144.888461,match
Williamstown,single,3 bed flat,22,695,3016,-37.863743,144.888461,match
Williamstown,single,2 bed house,36,595,3016,-37.863743,144.888461,match
Williamstown,single,3 Bed House,91,720,3016,-37.863743,144.888461,match
Williamstown,single,4 bed house,36,950,3016,-37.863743,144.888461,match
Wodonga,single,1 Bed Flat,43,260,3689,-37.67576,144.989793,match
Wodonga,single,1 Bed Flat,43,260,3690,-36.135717,146.864361,match
Wodonga,single,2 Bed Flat,202,345,3689,-37.67576,144.989793,match
Wodonga,single,2 Bed Flat,202,345,3690,-36.135717,146.864361,match
Wodonga,single,3 bed flat,67,400,3689,-37.67576,144.989793,match
Wodonga,single,3 bed flat,67,400,3690,-36.135717,146.864361,match
Wodonga,single,2 bed house,40,380,3689,-37.67576,144.989793,match
Wodonga,single,2 bed house,40,380,3690,-36.135717,146.864361,match
Wodonga,single,3 Bed House,434,450,3689,-37.67576,144.989793,match
Wodonga,single,3 Bed House,434,450,3690,-36.135717,146.864361,match
Wodonga,single,4 bed house,283,540,3689,-37.67576,144.989793,match
Wodonga,single,4 bed house,283,540,3690,-36.135717,146.864361,match
